transaccion_id,customer_id,date_id,product_id,amount,transaction_type,balance_before,balance_after,channel,timestamp,is_fraud
87,21,21,10,3894.23,Deposit,12074.27,15968.5,Online,2024-01-21 02:14:00,0
88,148,11,10,4995.72,Withdrawal,11524.94,16520.66,,2024-01-11 15:33:00,0
89,72,300,3,-641.15,Payment,19381.1,18739.95,Branch,2024-10-26 11:26:00,0
90,172,83,2,-1701.96,Deposit,5764.36,4062.4,Branch,2024-03-23 17:02:00,0
91,81,166,5,-3840.78,Payment,17298.21,13457.429999999998,Online,2024-06-14 21:55:00,0
92,106,97,1,184.39,Payment,12508.17,12692.56,Online,2024-04-06 06:17:00,0
93,74,358,8,-152.88,Deposit,19462.94,19310.06,,2024-12-23 22:10:00,0
94,4,209,9,-4067.91,Deposit,9228.96,5161.049999999999,Online,2024-07-27 20:53:00,0
95,184,261,5,2054.12,Deposit,16694.48,18748.6,Branch,2024-09-17 07:29:00,0
96,99,307,4,82.41,Deposit,17280.54,17362.95,ATM,2024-11-02 13:21:00,0
97,130,2,5,-2171.61,Deposit,16749.52,14577.91,Branch,2024-01-02 04:28:00,0
98,89,283,6,2628.73,Payment,9106.89,11735.62,ATM,2024-10-09 06:44:00,0
99,99,211,4,-4563.53,Deposit,14104.56,9541.03,Branch,2024-07-29 12:42:00,0
100,167,254,3,4648.24,Withdrawal,10045.82,14694.06,ATM,2024-09-10 03:55:00,0
101,26,234,9,-4846.52,Transfer,8199.57,3353.05,,2024-08-21 02:30:00,0
102,68,320,6,1927.05,Deposit,17035.31,18962.36,Branch,2024-11-15 10:40:00,0
103,195,278,8,-4641.01,Deposit,4695.4,54.38999999999942,ATM,2024-10-04 07:47:00,0
104,26,228,2,-3336.35,Payment,18068.48,14732.13,Online,2024-08-15 10:50:00,0
105,92,221,6,-3544.3,Deposit,11318.56,7774.259999999999,,2024-08-08 05:11:00,0
106,98,350,10,-2591.7,Deposit,4643.77,2052.0700000000006,ATM,2024-12-15 14:16:00,0
107,120,347,5,465.98,Deposit,8834.6,9300.58,ATM,2024-12-12 18:19:00,0
108,109,234,5,3453.04,Payment,19987.47,23440.51,Branch,2024-08-21 03:15:00,0
109,92,152,10,4926.92,Deposit,438.79,5365.71,Branch,2024-05-31 08:00:00,0
110,176,311,1,2451.72,Transfer,15514.82,17966.54,,2024-11-06 19:51:00,0
111,163,318,4,-2493.73,Payment,12564.96,10071.23,Online,2024-11-13 09:50:00,0
112,149,68,6,-4098.67,Transfer,6534.38,2435.71,Branch,2024-03-08 05:12:00,0
113,139,272,6,17.95,Payment,16609.45,16627.4,ATM,2024-09-28 15:51:00,0
114,87,240,2,4628.93,Deposit,15083.03,19711.96,,2024-08-27 21:46:00,0
115,102,188,9,-4096.97,Transfer,278.37,-3818.6,Online,2024-07-06 14:23:00,0
116,173,300,5,-1189.75,Payment,2166.92,977.17,,2024-10-26 15:01:00,0
117,144,313,6,-2786.33,Withdrawal,12708.08,9921.75,Branch,2024-11-08 22:19:00,0
118,30,24,3,4462.62,Deposit,19918.55,24381.17,Online,2024-01-24 03:15:00,0
119,35,233,7,-1289.88,Payment,11746.81,10456.93,,2024-08-20 13:41:00,0
120,126,209,10,4390.53,Withdrawal,654.33,5044.86,ATM,2024-07-27 06:28:00,0
121,61,51,6,4809.28,Payment,10889.32,15698.6,ATM,2024-02-20 01:25:00,0
122,32,47,8,1627.69,Withdrawal,1011.57,2639.26,ATM,2024-02-16 07:08:00,0
123,53,284,2,-2928.43,Deposit,16261.06,13332.63,,2024-10-10 10:49:00,0
124,153,142,1,3584.06,Transfer,19750.55,23334.61,ATM,2024-05-21 05:07:00,0
125,7,8,3,-1417.58,Withdrawal,11777.06,10359.48,Online,2024-01-08 05:16:00,0
126,190,270,7,-3863.51,Payment,9524.92,5661.41,ATM,2024-09-26 16:37:00,0
127,129,315,4,-4566.35,Deposit,9160.85,4594.5,Online,2024-11-10 01:30:00,0
128,110,252,2,2124.01,Withdrawal,1469.81,3593.82,Online,2024-09-08 10:38:00,0
129,33,320,5,1330.77,Payment,7618.09,8948.86,ATM,2024-11-15 14:32:00,0
130,26,336,2,1509.17,Payment,8601.4,10110.57,,2024-12-01 13:21:00,0
131,103,49,7,-1874.52,Payment,13302.16,11427.64,ATM,2024-02-18 04:43:00,0
132,18,44,2,-4067.7,Withdrawal,14891.78,10824.080000000002,ATM,2024-02-13 04:35:00,0
133,144,169,9,1700.13,Withdrawal,7071.96,8772.09,Branch,2024-06-17 23:03:00,0
134,154,181,5,-3963.99,Withdrawal,3094.6,-869.3899999999999,Branch,2024-06-29 07:54:00,0
135,143,59,6,2626.06,Transfer,16144.43,18770.49,Online,2024-02-28 19:59:00,0
136,178,15,5,-3195.84,Withdrawal,18430.75,15234.91,ATM,2024-01-15 00:11:00,0
137,145,36,7,-3581.25,Withdrawal,1835.15,-1746.1,,2024-02-05 12:26:00,0
138,41,160,6,2215.96,Withdrawal,17666.84,19882.8,,2024-06-08 05:48:00,0
139,173,140,2,-568.87,Transfer,9713.23,9144.36,Branch,2024-05-19 13:17:00,0
140,132,177,2,-700.86,Withdrawal,13564.36,12863.5,Branch,2024-06-25 16:42:00,0
141,57,307,7,-4452.18,Payment,6028.39,1576.21,,2024-11-02 04:48:00,0
142,84,4,2,-26.15,Withdrawal,3513.9,3487.75,Branch,2024-01-04 17:45:00,0
143,144,37,6,-1029.29,Payment,8724.39,7695.099999999999,Branch,2024-02-06 02:55:00,0
144,110,208,10,2094.99,Payment,5790.3,7885.29,Branch,2024-07-26 00:20:00,0
145,159,354,8,4197.7,Payment,8734.24,12931.94,Online,2024-12-19 07:27:00,0
146,135,203,2,3705.24,Transfer,4431.44,8136.679999999999,,2024-07-21 02:32:00,0
147,136,100,9,4059.23,Transfer,7021.99,11081.22,,2024-04-09 07:06:00,0
148,51,309,3,-3471.3,Transfer,3542.92,71.61999999999989,Branch,2024-11-04 14:48:00,0
149,149,349,8,4241.54,Withdrawal,17284.94,21526.48,ATM,2024-12-14 04:28:00,0
150,114,141,5,914.2,Payment,10146.74,11060.94,ATM,2024-05-20 14:28:00,0
151,95,40,5,1446.66,Transfer,12300.17,13746.83,Branch,2024-02-09 14:37:00,0
152,190,231,1,4090.5,Transfer,6430.54,10521.04,Branch,2024-08-18 16:09:00,0
153,116,176,2,4823.86,Withdrawal,10090.98,14914.84,,2024-06-24 01:15:00,0
154,113,268,9,1098.05,Transfer,7457.04,8555.09,ATM,2024-09-24 12:26:00,0
155,174,27,10,2892.27,Withdrawal,1318.24,4210.51,Online,2024-01-27 17:43:00,0
156,65,77,10,-1666.38,Deposit,18334.93,16668.55,ATM,2024-03-17 20:44:00,0
157,34,363,10,4380.02,Transfer,11178.44,15558.46,ATM,2024-12-28 04:42:00,0
158,190,48,9,1460.25,Deposit,10169.77,11630.02,Online,2024-02-17 11:19:00,0
159,55,249,6,-3079.95,Withdrawal,3098.9,18.95000000000028,ATM,2024-09-05 03:32:00,0
160,190,20,9,1619.29,Payment,11944.93,13564.22,,2024-01-20 05:11:00,0
161,198,85,10,2211.83,Transfer,8217.17,10429.0,,2024-03-25 14:39:00,0
162,192,120,8,340.11,Withdrawal,19311.93,19652.04,Branch,2024-04-29 06:23:00,0
163,147,237,8,2694.39,Payment,10058.13,12752.52,Branch,2024-08-24 05:52:00,0
164,155,129,3,-4478.2,Payment,17482.34,13004.14,Online,2024-05-08 22:54:00,0
165,32,43,5,2631.17,Deposit,8986.38,11617.55,,2024-02-12 13:05:00,0
166,57,179,8,4304.72,Withdrawal,1065.14,5369.860000000001,ATM,2024-06-27 07:24:00,1
167,96,15,4,-1813.15,Payment,16783.53,14970.38,ATM,2024-01-15 04:08:00,0
168,121,362,3,-308.9,Transfer,18117.15,17808.25,Online,2024-12-27 08:13:00,0
169,141,271,10,-767.45,Transfer,4752.8,3985.35,Online,2024-09-27 01:15:00,0
170,160,33,8,-3891.42,Deposit,11934.78,8043.360000000001,Online,2024-02-02 20:32:00,0
171,184,150,3,-707.61,Payment,4811.28,4103.67,Branch,2024-05-29 05:42:00,0
172,135,35,6,4534.04,Withdrawal,7809.07,12343.11,Branch,2024-02-04 01:40:00,0
173,96,9,5,-1429.06,Transfer,6896.05,5466.99,Online,2024-01-09 18:47:00,0
174,35,181,1,460.14,Payment,16607.67,17067.809999999998,Branch,2024-06-29 22:30:00,0
175,35,235,2,-4630.16,Payment,876.13,-3754.03,,2024-08-22 01:20:00,0
176,132,279,7,-266.0,Deposit,15065.82,14799.82,,2024-10-05 09:22:00,0
177,13,140,6,-3755.25,Transfer,8739.03,4983.780000000001,Branch,2024-05-19 23:28:00,0
178,99,96,6,-37.97,Transfer,7346.94,7308.969999999999,ATM,2024-04-05 02:46:00,0
179,111,93,10,454.74,Withdrawal,2051.96,2506.7,ATM,2024-04-02 21:18:00,0
180,155,86,7,1897.65,Transfer,8942.59,10840.24,ATM,2024-03-26 19:27:00,0
181,15,344,2,1375.13,Withdrawal,10261.72,11636.85,,2024-12-09 00:09:00,0
182,174,18,8,-3737.7,Transfer,15570.31,11832.61,ATM,2024-01-18 11:24:00,0
183,9,79,10,1790.62,Deposit,7440.27,9230.89,Online,2024-03-19 18:08:00,0
184,102,333,6,-2213.1,Transfer,518.27,-1694.83,,2024-11-28 15:33:00,0
185,144,135,2,2749.64,Withdrawal,4291.41,7041.049999999999,ATM,2024-05-14 22:58:00,1
186,52,70,2,3528.26,Withdrawal,3453.13,6981.39,Branch,2024-03-10 02:51:00,0
187,82,364,6,-4350.61,Deposit,17826.63,13476.02,,2024-12-29 22:45:00,0
188,164,186,3,87.56,Transfer,19702.65,19790.210000000003,,2024-07-04 07:50:00,0
189,93,294,9,-1310.89,Transfer,12238.97,10928.08,Online,2024-10-20 02:19:00,0
190,184,270,8,-892.05,Deposit,16466.79,15574.740000000002,Online,2024-09-26 04:20:00,0
191,116,349,8,173.6,Transfer,17559.2,17732.8,,2024-12-14 04:27:00,0
192,15,266,2,-3469.85,Transfer,3239.34,-230.50999999999976,,2024-09-22 11:33:00,0
193,21,101,5,1350.57,Withdrawal,2503.41,3853.98,ATM,2024-04-10 19:34:00,0
194,165,304,3,4416.07,Transfer,3424.01,7840.08,ATM,2024-10-30 18:02:00,0
195,8,24,2,4485.47,Transfer,13022.6,17508.07,Branch,2024-01-24 19:40:00,0
196,161,149,9,1419.07,Deposit,9658.9,11077.97,Branch,2024-05-28 09:29:00,0
197,16,226,3,-843.78,Deposit,4080.46,3236.6800000000003,,2024-08-13 10:55:00,0
198,188,205,6,-3692.34,Payment,10299.6,6607.26,Online,2024-07-23 10:15:00,0
199,69,127,8,-3591.22,Withdrawal,5804.24,2213.02,Branch,2024-05-06 19:26:00,0
200,41,296,6,2211.28,Transfer,15262.43,17473.71,Branch,2024-10-22 16:29:00,0
201,79,12,8,-4099.51,Transfer,10108.89,6009.379999999999,,2024-01-12 06:37:00,0
202,13,254,5,975.19,Payment,5714.97,6690.16,Online,2024-09-10 03:27:00,0
203,68,207,6,-1340.63,Transfer,1023.15,-317.48000000000013,,2024-07-25 11:35:00,0
204,99,231,9,2644.04,Withdrawal,16506.23,19150.27,Online,2024-08-18 04:06:00,0
205,87,188,9,2549.65,Payment,12049.26,14598.91,Branch,2024-07-06 16:02:00,0
206,36,243,6,193.33,Withdrawal,12125.21,12318.54,,2024-08-30 10:59:00,0
207,42,316,7,2393.19,Payment,11874.49,14267.68,Branch,2024-11-11 22:36:00,0
208,5,170,6,1738.06,Payment,11674.04,13412.1,Online,2024-06-18 19:30:00,0
209,168,296,10,-2724.57,Deposit,11670.47,8945.9,,2024-10-22 16:40:00,0
210,199,76,7,3216.61,Withdrawal,631.41,3848.02,Online,2024-03-16 06:01:00,0
211,108,212,3,1905.0,Transfer,10036.39,11941.39,Branch,2024-07-30 23:46:00,0
212,36,107,9,608.87,Transfer,10509.54,11118.410000000002,ATM,2024-04-16 05:29:00,0
213,88,182,9,1758.69,Withdrawal,12201.53,13960.22,,2024-06-30 07:17:00,0
214,58,148,5,2049.01,Transfer,6340.81,8389.82,ATM,2024-05-27 17:59:00,0
215,185,148,5,-3781.26,Transfer,17915.21,14133.95,Branch,2024-05-27 11:49:00,0
216,75,148,1,4553.14,Withdrawal,6927.27,11480.41,Branch,2024-05-27 20:16:00,0
217,55,276,4,-2288.67,Payment,2745.46,456.79,,2024-10-02 07:03:00,0
218,136,327,4,-2671.63,Withdrawal,8266.03,5594.400000000001,Branch,2024-11-22 03:43:00,0
219,2,81,9,-930.93,Payment,9548.97,8618.039999999999,,2024-03-21 09:20:00,0
220,16,334,2,741.33,Transfer,18264.59,19005.92,,2024-11-29 13:56:00,0
221,10,254,7,-3136.88,Transfer,17534.86,14397.98,Online,2024-09-10 09:36:00,0
222,86,233,5,4890.99,Transfer,17785.2,22676.19,,2024-08-20 16:29:00,0
223,29,84,6,2311.19,Deposit,14371.96,16683.149999999998,Online,2024-03-24 23:21:00,0
224,146,90,4,1109.54,Payment,16539.8,17649.34,ATM,2024-03-30 02:25:00,0
225,48,245,3,-1763.98,Deposit,136.6,-1627.38,Branch,2024-09-01 07:28:00,0
226,85,299,5,2228.83,Deposit,5231.06,7459.89,ATM,2024-10-25 22:15:00,0
227,31,158,8,-3402.83,Withdrawal,13805.81,10402.98,ATM,2024-06-06 11:39:00,0
228,35,79,8,-450.21,Deposit,8316.91,7866.7,Branch,2024-03-19 17:51:00,0
229,56,349,4,2547.4,Withdrawal,10510.13,13057.53,ATM,2024-12-14 02:58:00,0
230,16,259,9,-2978.43,Withdrawal,3290.74,312.30999999999995,Branch,2024-09-15 03:43:00,0
231,150,47,8,3988.89,Deposit,16173.84,20162.73,Branch,2024-02-16 04:32:00,0
232,145,287,1,-376.22,Payment,14465.6,14089.38,Branch,2024-10-13 08:52:00,0
233,56,38,10,-4547.1,Payment,14007.7,9460.6,Online,2024-02-07 02:59:00,0
234,74,93,7,2689.72,Payment,7489.22,10178.94,Branch,2024-04-02 14:55:00,0
235,97,42,7,1827.3,Payment,13070.68,14897.98,ATM,2024-02-11 03:11:00,1
236,101,66,9,2278.58,Payment,16696.43,18975.01,Online,2024-03-06 09:29:00,0
237,140,273,7,-1207.24,Deposit,4950.24,3743.0,ATM,2024-09-29 04:17:00,0
238,186,17,2,3094.78,Deposit,12298.46,15393.24,Online,2024-01-17 07:13:00,0
239,153,229,1,977.85,Transfer,4894.68,5872.530000000001,Online,2024-08-16 12:28:00,0
240,56,72,1,38.96,Payment,4683.23,4722.19,ATM,2024-03-12 18:38:00,0
241,83,155,4,3762.58,Deposit,8271.2,12033.78,ATM,2024-06-03 01:35:00,0
242,189,321,3,1787.5,Transfer,937.68,2725.18,ATM,2024-11-16 20:42:00,0
243,135,357,6,-836.75,Payment,5997.77,5161.02,,2024-12-22 17:30:00,0
244,58,363,5,-3556.48,Withdrawal,18294.82,14738.34,Branch,2024-12-28 13:35:00,0
245,100,131,4,-2966.63,Transfer,18444.52,15477.89,ATM,2024-05-10 02:34:00,0
246,49,138,1,-1228.32,Deposit,17472.41,16244.09,,2024-05-17 18:46:00,0
247,56,107,8,3694.74,Withdrawal,6063.76,9758.5,Online,2024-04-16 06:59:00,0
248,190,246,2,4144.41,Withdrawal,7932.64,12077.05,,2024-09-02 17:20:00,0
249,98,274,8,1487.21,Withdrawal,5231.23,6718.44,Branch,2024-09-30 14:06:00,0
250,185,164,8,4143.3,Transfer,6258.44,10401.74,Online,2024-06-12 18:55:00,0
251,38,134,1,533.12,Deposit,5903.85,6436.97,,2024-05-13 10:14:00,0
252,63,282,8,1546.08,Withdrawal,5146.54,6692.62,Branch,2024-10-08 23:41:00,0
253,118,181,3,-3307.34,Payment,3680.96,373.6199999999999,Online,2024-06-29 16:02:00,0
254,20,4,1,-876.08,Withdrawal,1359.36,483.2799999999999,,2024-01-04 00:13:00,0
255,96,317,1,1377.29,Withdrawal,13185.69,14562.98,Online,2024-11-12 00:34:00,0
256,4,272,1,2221.93,Transfer,342.85,2564.78,Branch,2024-09-28 05:06:00,0
257,135,124,3,-3080.68,Transfer,16304.29,13223.61,ATM,2024-05-03 12:05:00,0
258,104,290,8,-2567.92,Deposit,5999.49,3431.57,Online,2024-10-16 20:54:00,0
259,9,208,2,-1207.36,Payment,1122.3,-85.05999999999995,Online,2024-07-26 22:10:00,0
260,112,290,6,4773.29,Transfer,17895.82,22669.11,Online,2024-10-16 07:13:00,0
261,178,244,10,-2289.05,Withdrawal,13688.57,11399.52,ATM,2024-08-31 17:36:00,0
262,46,9,6,4614.69,Deposit,15045.09,19659.78,Branch,2024-01-09 02:19:00,0
263,62,200,10,1770.35,Withdrawal,7676.92,9447.27,,2024-07-18 22:46:00,0
264,191,28,6,-4023.14,Withdrawal,16773.49,12750.350000000002,ATM,2024-01-28 19:49:00,0
265,153,168,7,-4703.74,Transfer,15670.96,10967.22,Branch,2024-06-16 15:14:00,0
266,97,96,7,1796.95,Deposit,1713.88,3510.83,ATM,2024-04-05 07:45:00,0
267,69,195,3,2116.77,Payment,14793.11,16909.88,ATM,2024-07-13 11:06:00,0
268,79,185,8,2613.46,Payment,2650.14,5263.6,,2024-07-03 13:28:00,0
269,132,53,7,-4737.38,Transfer,11084.4,6347.02,ATM,2024-02-22 12:00:00,0
270,100,287,2,4052.08,Transfer,11439.21,15491.29,,2024-10-13 21:24:00,0
271,69,138,5,-68.76,Deposit,3344.15,3275.39,ATM,2024-05-17 13:19:00,0
272,20,129,6,4442.22,Payment,11876.13,16318.35,,2024-05-08 14:06:00,0
273,2,171,7,3416.13,Payment,16081.53,19497.66,ATM,2024-06-19 14:21:00,0
274,167,70,10,-1995.65,Payment,9580.19,7584.540000000001,,2024-03-10 12:20:00,0
275,178,295,8,2819.74,Withdrawal,7521.11,10340.85,Branch,2024-10-21 11:07:00,0
276,52,280,10,-3200.73,Payment,19060.09,15859.36,Branch,2024-10-06 22:13:00,0
277,75,210,2,1729.78,Withdrawal,12666.72,14396.5,,2024-07-28 08:42:00,0
278,109,38,7,-509.33,Deposit,11644.88,11135.55,Branch,2024-02-07 17:02:00,0
279,93,305,9,1381.8,Withdrawal,2187.39,3569.19,,2024-10-31 21:42:00,0
280,166,23,10,632.2,Deposit,19336.22,19968.42,ATM,2024-01-23 13:06:00,0
281,67,262,4,2468.53,Payment,8915.57,11384.1,Branch,2024-09-18 14:49:00,0
282,177,78,9,-1550.33,Payment,9655.42,8105.09,ATM,2024-03-18 13:58:00,0
283,30,179,3,-1881.1,Deposit,15685.4,13804.3,Branch,2024-06-27 11:30:00,0
284,185,164,8,-4328.26,Transfer,16203.72,11875.46,Online,2024-06-12 00:54:00,0
285,28,125,3,159.94,Deposit,6619.79,6779.73,Branch,2024-05-04 14:14:00,0
286,162,96,3,1404.79,Transfer,7911.65,9316.44,,2024-04-05 14:37:00,0
287,2,106,4,-2216.55,Withdrawal,11546.96,9330.41,,2024-04-15 11:20:00,0
288,30,344,5,3626.37,Withdrawal,11939.42,15565.79,Branch,2024-12-09 18:07:00,0
289,118,89,10,3137.38,Withdrawal,18373.65,21511.03,Online,2024-03-29 21:08:00,0
290,62,60,5,-3169.55,Payment,10216.5,7046.95,Branch,2024-02-29 19:08:00,0
291,109,250,3,1355.02,Withdrawal,11098.25,12453.27,Branch,2024-09-06 09:08:00,0
292,116,28,10,3655.22,Transfer,9692.18,13347.4,,2024-01-28 12:35:00,0
293,127,351,7,-82.74,Withdrawal,9773.99,9691.25,Online,2024-12-16 18:01:00,0
294,57,17,5,-2251.47,Deposit,3364.18,1112.71,Branch,2024-01-17 18:47:00,0
295,127,262,9,-3867.89,Deposit,5357.78,1489.89,ATM,2024-09-18 17:52:00,0
